restaurant,link,michelin guide,address,price,cuisine,michelin guide point of view,facilities & services,contact number,website,opening hours,michelin stars,location_lat,location_long
L'Escaleta,https://guide.michelin.com/en/comunidad-valenciana/cocentaina/restaurant/l-escaleta,MICHELIN GUIDE ESPAÑA,"Pujada Estació del Nord 205, Cocentaina, 03824, Spain",60 - 135 EUR,"Creative, Mediterranean Cuisine","A tranquil family-run restaurant in a superb setting on the magical slopes of Montcabrer. The aim of the enticing cuisine prepared by chef Kiko Moya is to convey concepts, emotions and stories through his dishes, while at the same time showcasing the core values of the local area. Make sure you try L’Escaleta’s famous “arroces al cuadrado”!","
T
Air conditioning
f
Car park
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
5
Small plates
X
Visa credit card
a
Wheelchair access
Show Less
",+34 965 59 21 00,www.lescaleta.com,"Closed: 10-31 January, Monday, dinner: Tuesday-Thursday, dinner: Sunday",2,38.744158,-0.4400707
Hostellerie St-Nicolas,https://guide.michelin.com/en/west-vlaanderen/elverdinge/restaurant/hostellerie-st-nicolas,MICHELIN GUIDE BELGIUM,"Veurnseweg 532, Elverdinge, 8906, Belgium",55 - 155 EUR,Creative,"Elverdinge is well - known among Belgian gourmets and has become a symbol of top - class gastronomy. The menu may seem classical, but the food both surprises and impresses by its subtlety. This establishment is well aware of the importance of detail and its sauces, appetisers and other delicacies are quite literally mind - blowing!","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
{
Private dining room
Take away
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+32 57 20 06 22,https://www.hostellerie-stnicolas.com/,"Closed: Monday, Tuesday, Sunday",2,50.8855684,2.819771989
Château de Beaulieu - Christophe Dufossé,https://guide.michelin.com/en/hauts-de-france/busnes/restaurant/meurin,MICHELIN GUIDE FRANCE,"1098 route de Lillers, Busnes, 62350, France",90 - 220 EUR,Modern Cuisine,"A new era has begun in Busnes. Marc Meurin has handed over the reins of his establishment to another local lad who has returned home, Christophe Dufossé, formerly a star chef in Metz. The new chapter in the story of Beaulieu Castle bears the hallmark of Christophe’s inimitable talent and enthusiasm. A self-avowed champion of organic, autonomous and sustainable cooking, his food goes the way of the vegetable. Delicious surprises galore!","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
Show More
",+33 3 21 68 88 88,www.lechateaudebeaulieu.fr,Nearby Restaurants,2,50.5873143,2.5180387
La Table de Pavie,https://guide.michelin.com/en/nouvelle-aquitaine/saint-milion/restaurant/hostellerie-de-plaisance,MICHELIN GUIDE FRANCE,"5 place du Clocher, Saint-Emilion, 33330, France",72 - 215 EUR,"Modern Cuisine, Creative","Appointed by Gérard Perse, emblematic owner of Château Pavie, Yannick Alléno now supervises this local institution. The Parisian chef has recruited a high-flying team and refocused the culinary score on southwest France, whilst remaining true to his hallmark sauces and reductions and a signature dish: pigeon that will blow your mind! All of which, of course, washed down with a fine selection of Saint-Émilion wines.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+33 5 57 55 07 55,https://www.hostelleriedeplaisance.com/,"Closed: 18 December-11 February, Monday, Sunday",2,44.8931452,-0.1560662
Hostellerie Le Fox,https://guide.michelin.com/en/west-vlaanderen/de-panne/restaurant/hostellerie-le-fox,MICHELIN GUIDE BELGIUM,"Walckierstraat 2, De Panne, 8660, Belgium",69 - 180 EUR,Creative French,"The tastefully classical repertory, mingling tasty regional dishes and fresh fish, is one of the appeals of this exclusive, elegant establishment. The expert staff are at hand to guide and advise you through the meanders of the wine cellar. Tantalising selection of mini delights with coffee. A few spruce rooms.","
V
American Express credit card
Credit card / Debit card accepted
s
Garage
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
û
Restaurant offering vegetarian menus
K
Valet parking
X
Visa credit card
€
With bedrooms
Show Less
",+32 58 41 28 55,http://www.hotelfox.be/,"Closed: dinner: Monday, Tuesday, Wednesday",2,51.103671,2.592084532
La Grand'Vigne - Les Sources de Caudalie,https://guide.michelin.com/en/nouvelle-aquitaine/martillac/restaurant/la-grand-vigne,MICHELIN GUIDE FRANCE,"Chemin de Smith-Haut-Lafitte, Martillac, 33650, France",165 - 205 EUR,Modern Cuisine,"In this 18C orangery, the dishes have the taste and the colours of nature: they are the work of an inspired chef, Nicolas Masse, a master in the art of associating flavours and textures with remarkable precision to appeal to the senses. Very fine wine list, including from Château Smith Haut Lafitte.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+33 5 57 83 83 83,https://www.sources-caudalie.com/,"Closed: 3 January-1 April, Monday, Tuesday, lunch: Wednesday-Friday",2,44.7176273,-0.548120643
Le Pressoir d'Argent - Gordon Ramsay,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/le-pressoir-d-argent-gordon-ramsay,MICHELIN GUIDE FRANCE,"2 place de la Comédie, Bordeaux, 33000, France",160 - 250 EUR,Modern Cuisine,The restaurant's name comes from the Christofle lobster press – an extremely rare piece – that presides over the dining area. Gordon Ramsay signs an appetising menu that showcases the produce of Bordeaux and Aquitaine. The culinary score is skilfully interpreted by a youthful team of boundless enthusiasm.,"
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
K
Valet parking
X
Visa credit card
Show Less
",+33 5 57 30 43 04,https://www.bordeaux.intercontinental.com/,"Closed: Monday, Tuesday, lunch: Wednesday-Saturday, Sunday",2,44.8423648,-0.5747401
La Grenouillère,https://guide.michelin.com/en/hauts-de-france/la-madelaine-sous-montreuil/restaurant/la-grenouillere,MICHELIN GUIDE FRANCE,"19 rue de la Grenouillère, La Madelaine-sous-Montreuil, 62170, France",155 - 215 EUR,"Modern Cuisine, Creative","The setting is splendid: two sleek, glass - paned metal extensions open up the dining area onto the surrounding nature and the kitchens. Like an alchemist, chef Alexandre Gauthier teases out flavours in on - point dishes, each a vignette of creativity, in which the ingredients sing the praises of the seasons. Mind - blowing.","
V
American Express credit card
f
Car park
Credit card / Debit card accepted
É
Garden or park
Show More
",+33 3 21 06 07 22,https://www.lagrenouillere.fr/,Nearby Restaurants,2,50.4711,1.754345361
Maralba,https://guide.michelin.com/en/castilla-la-mancha/almansa/restaurant/maralba,MICHELIN GUIDE ESPAÑA,"Violeta Parra 5, Almansa, 02640, Spain",65 - 99 EUR,"Creative, Castilian","A tranquil and elegant restaurant with a striking glass-fronted wine cellar. Here, everything has been designed to please guests via creative cuisine that combines fish from the Levante region with the most typical ingredients and flavours from La Mancha. Its wine pairing options are well worth a look!","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
M
Diners Club credit card
Show More
",+34 967 31 23 26,www.maralbarestaurante.es,Nearby Restaurants,2,38.8696503,-1.0910865
Cabaña Buenavista,https://guide.michelin.com/en/region-de-murcia/region-de-murcia-el-palmar/restaurant/cabana-buenavista,MICHELIN GUIDE ESPAÑA,"Urbanización Buenavista, El Palmar, 30120, Spain",70 - 140 EUR,Creative,"Enjoy fine dining in a verdant setting in this delightful restaurant housed in a large conical hut with an African - style thatch roof. In the bright dining room overlooking relaxing gardens, enjoy innovative and meticulously prepared cuisine. Its ""mignardises"" appetisers almost steal the show here!","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
Show Less
",+34 968 88 90 06,www.cabanabuenavista.com,"Closed: 1-31 August, dinner: Monday-Wednesday, dinner: Friday, Saturday, Sunday",2,37.9388703,-1.1619192
Relais de la Poste,https://guide.michelin.com/en/nouvelle-aquitaine/magescq/restaurant/relais-de-la-poste11709,MICHELIN GUIDE FRANCE,"24 avenue de Maremne, Magescq, 40140, France",60 - 150 EUR,Classic Cuisine,"In this restaurant overlooking the pine forest, the chef and his niece cultivate classicism. Firmly rooted in his region, the chef likes to mention the ""network of small-scale producers"" – of foie gras, poultry, Chalosse meat, fish from the Adour River and Capbreton River – local produce that goes into what he calls ""cuisine de cœur"", that comes from the heart. His favourite season is autumn for its mushrooms and game. Superb.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
Show More
",+33 5 58 47 70 25,https://www.relaisposte.com/,Nearby Restaurants,2,43.7788872,-1.2175941
Le Skiff Club,https://guide.michelin.com/en/nouvelle-aquitaine/pyla-sur-mer/restaurant/le-skiff-club,MICHELIN GUIDE FRANCE,"1 avenue Louis-Gaume, Pyla-sur-Mer, 33115, France",170 - 210 EUR,Modern Cuisine,"Le Skiff Club is like a cocoon with its attractive little dining area, decorated in the style of a yacht club. The chef, Stéphane Carrade, cooks up delicious ""progressif"" cuisine de terroir, inspired by South - West France, drawing out the best from fine produce.","
V
American Express credit card
f
Car park
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+33 5 56 22 06 06,https://www.haaitza.com/,"Closed: lunch: Monday-Friday, lunch: Sunday",2,44.6173477,-1.2008556
El Molino de Urdániz,https://guide.michelin.com/en/comunidad-foral-de-navarra/urdaitz/restaurant/el-molino-de-urdaniz,MICHELIN GUIDE ESPAÑA,"Carretera N 135, Urdaitz, 31698, Spain",120 - 140 EUR,Creative,"This attractive stone - built property along the main road close to the River Arga has an elegant, rustic - style interior and two dining rooms, one reserved for guests ordering the tasting menu. Cuisine with an up - to - date feel, featuring fine textures, innovative touches and a focus on locally sourced products.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
Show Less
",+34 948 30 41 09,www.elmolinourdaniz.com,"Closed: 14-28 February, Monday, dinner: Tuesday-Thursday, dinner: Sunday",2,42.906032,-1.5353337
Jean-Luc Tartarin,https://guide.michelin.com/en/normandie/le-havre/restaurant/jean-luc-tartarin,MICHELIN GUIDE FRANCE,"73 avenue Foch, Le Havre, 76600, France",48 - 135 EUR,"Modern Cuisine, Creative","Balanced flavours, high-flying technique, originality and inspiration depict the virtuoso culinary creations of Jean-Luc Tartarin, which combine the modernism of Le Havre with the soul of Normandy. The new interior features a soothing beige colour scheme, whose cosy vibe provides the perfect foil to this dining experience.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
û
Restaurant offering vegetarian menus
X
Visa credit card
a
Wheelchair access
Show Less
",+33 2 35 45 46 20,https://www.jeanluc-tartarin.com/,"Closed: 2-19 January, 15 July-3 August, Monday, Tuesday, Sunday",2,49.4938092,0.1030863
Mugaritz,https://guide.michelin.com/en/pais-vasco/errenteria/restaurant/mugaritz,MICHELIN GUIDE ESPAÑA,"Aldura Aldea 20 - Otzazulueta Baserria, Errenteria, 20100, Spain",231 EUR,Creative,"The Mugaritz occupies an old country house. It has a neo - rustic dining room and a lounge for after - dinner drinks in a separate building. The chef prepares highly personalised cuisine with the aim of rediscovering original flavours via innovative techniques. All of which is presented in a unique, contemporary style.","
T
Air conditioning
V
American Express credit card
Booking essential
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+34 943 52 24 55,www.mugaritz.com,"Closed: 25 November-30 April, Monday, lunch: Tuesday, dinner: Sunday",2,43.3125271,-1.8986133
Da Terra,https://guide.michelin.com/en/greater-london/london/restaurant/da-terra,MICHELIN GUIDE UNITED KINGDOM,"8 Patriot Square, London, E2 9NF, United Kingdom",70 - 140 GBP,Creative,"Da Terra sits within an impressive Victorian hotel and, in contrast to the grandeur of the exterior, has quite an understated, modern look. Kick the night off with a cocktail in the bar while you look forward to the memorable, multi-course surprise menu to come.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
û
Restaurant offering vegetarian menus
X
Visa credit card
€
With bedrooms
Show Less
",+44 20 7062 2052,https://www.daterra.co.uk/,"Closed: 19 December-11 January, Sunday, Monday, Tuesday, lunch: Wednesday-Thursday",2,51.5304327,-0.055382736
Story,https://guide.michelin.com/en/greater-london/london/restaurant/story,MICHELIN GUIDE UNITED KINGDOM,"199 Tooley Street, London, SE1 2JX, United Kingdom",120 - 170 GBP,Modern Cuisine,"The setting – on an island in the middle of two roads – may be slightly unusual but that’s all part of the experience and, once seated, you’ll enjoy being ensconced in your own little bubble watching the world go by.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
a
Wheelchair access
Show Less
",+44 20 7183 2117,https://www.restaurantstory.co.uk/,"Closed: Monday, Tuesday, Wednesday",2,51.5027602,-0.0777603
La Dame de Pic,https://guide.michelin.com/en/greater-london/london/restaurant/la-dame-de-pic,MICHELIN GUIDE UNITED KINGDOM,"10 Trinity Square, London, EC3N 4AJ, United Kingdom",105 - 175 GBP,Modern French,"Anne-Sophie Pic’s London outpost is a charmingly run brasserie deluxe situated in the impressive Beaux-Arts style Four Seasons Hotel; an airy, high-ceilinged room with lots of white, plenty of light and some attractive modern art.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+44 20 3297 3799,https://www.ladamedepiclondon.co.uk/,"Closed: Sunday, Monday, Tuesday, lunch: Wednesday-Friday",2,51.51030765,-0.078323071
El Portal de Echaurren,https://guide.michelin.com/en/la-rioja/ezcaray/restaurant/el-portal,MICHELIN GUIDE ESPAÑA,"Padre José García 19, Ezcaray, 26280, Spain",150 - 165 EUR,"Creative, Modern Cuisine","A standard-bearer for the cuisine of the Rioja region. The chef here explores his interest in the fusion between traditional and innovative cuisine which showcases the flavours of his native region. This bold approach, which breaks all taboos, includes working with ingredients such as offal, which he transforms into exquisite delicacies. His tasting menus also come highly recommended!","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
s
Garage
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+34 941 35 40 47,www.echaurren.com,"Closed: 9-29 December, 10-28 January, Monday, Tuesday, lunch: Wednesday-Friday, dinner: Sunday",2,42.3259394,-3.0143275
A. Wong,https://guide.michelin.com/en/greater-london/london/restaurant/a-wong,MICHELIN GUIDE UNITED KINGDOM,"70 Wilton Road, London, SW1V 1DE, United Kingdom",48 - 160 GBP,Chinese,"Andrew Wong’s inspiration comes from his travels through the provinces of China and he presents his own unique interpretations of dishes from all its regions. He is also a chef who never stops refining his own creations and these now demonstrate extraordinary sophistication, creativity and depth of flavour. If you want to experience the full repertoire of this talented kitchen, then go for the ‘Taste of China’ menu which takes you on a 3-hour culinary voyage around the country. If you come at lunchtime for the great dim sum you’ll wonder why you ever go anywhere else at midday.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
5
Small plates
X
Visa credit card
Show Less
",+44 20 7828 8931,http://www.awong.co.uk/,"Closed: Sunday, Monday",2,51.49299785,-0.140539725
Kitchen Table,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-table-at-bubbledogs,MICHELIN GUIDE UNITED KINGDOM,"70 Charlotte Street, London, W1T 4QG, United Kingdom",250 GBP,Modern Cuisine,"Take your place at the horseshoe-shaped counter, and your attention will be drawn to the blackboard, where chefs and guests have left various drawings and comments. With seating for just 19, the atmosphere is very convivial, and chef-owner James Knappett and his knowledgeable team interact with their customers over the counter, offering comprehensive explanations of each dish.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
Show Less
",+44 20 7637 7770,https://www.kitchentablelondon.co.uk/,"Closed: Sunday, Monday, Tuesday, lunch: Wednesday-Saturday",2,51.5207557,-0.1370935
Dinner by Heston Blumenthal,https://guide.michelin.com/en/greater-london/london/restaurant/dinner-by-heston-blumenthal,MICHELIN GUIDE UNITED KINGDOM,"66 Knightsbridge, London, SW1X 7LA, United Kingdom",87 - 106 GBP,Traditional British,"The fire that swept through the Mandarin Oriental hotel in 2018 mercifully left this restaurant largely untouched but, not a team to rest on their laurels, the chefs took the opportunity afforded by its closure to develop recipes and gain experience in other kitchens.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+44 20 7201 3833,https://www.dinnerbyheston.com/,MICHELIN GUIDE UNITED KINGDOM,2,51.5022075,-0.160032339
Le Gavroche,https://guide.michelin.com/en/greater-london/london/restaurant/le-gavroche,MICHELIN GUIDE UNITED KINGDOM,"43 Upper Brook Street, London, W1K 7QR, United Kingdom",85 - 178 GBP,French,"Le Gavroche’s longevity is legendary. Opened in 1967, this iconic restaurant has been a key player in the post-war culinary history of the UK and, as you descend the stairs into the intimate, clubby room, you’ll be transported back in time. It might have a formal air but it also has a comforting feel, and it’s a delight to see Michel Roux Jnr in his element, touring the tables and chatting to diners as he continues the family legacy.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
Show Less
",+44 20 7408 0881,https://www.le-gavroche.co.uk/,"Closed: Sunday, Monday, lunch: Tuesday-Saturday",2,51.5112595,-0.1552059
Claude Bosi at Bibendum,https://guide.michelin.com/en/greater-london/london/restaurant/claude-bosi-at-bibendum,MICHELIN GUIDE UNITED KINGDOM,"Michelin House, 81 Fulham Road, London, SW3 6RD, United Kingdom",105 - 185 GBP,French,"Bibendum sits on the first floor of the historic art deco building which was built as Michelin’s London HQ in 1911 and its handsome interior cannot fail to impress. The iconic stained glass windows allow light to flood in – a fact best appreciated at lunch when the Michelin Man can be seen in all his glory; in fact, his presence is everywhere, from the butter dish to the salt and pepper pots.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
M
Diners Club credit card
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
û
Restaurant offering vegetarian menus
X
Visa credit card
Show Less
",+44 20 7581 5817,https://www.claudebosi.com/,"Closed: Sunday, Monday, Tuesday",2,51.4931005,-0.168409786
Anne de Bretagne,https://guide.michelin.com/en/pays-de-la-loire/la-plaine-sur-mer/restaurant/anne-de-bretagne,MICHELIN GUIDE FRANCE,"Port de Gravette, La Plaine-sur-Mer, 44770, France",50 - 165 EUR,Modern Cuisine,"The large dining area overlooking the sea is the main feature of this superb place. The chef/proprietor, son of farmers from the region (and who is on first - name terms with the producers), revisits the classics by paying homage to the land's best produce – especially local fish. Friendly and efficient service compounds the pleasure.","
V
American Express credit card
f
Car park
Credit card / Debit card accepted
É
Garden or park
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+33 2 40 21 54 72,https://www.annedebretagne.com/,"Closed: 2 January-19 February, 25 April-4 May, 7-13 November, Monday, Tuesday, Sunday",2,47.1381083,-2.1915862
La Marine,https://guide.michelin.com/en/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780,MICHELIN GUIDE FRANCE,"3 rue Marie-Lemonnier, L'Herbaudière, 85330, France",130 - 220 EUR,"Creative, Seafood","For 20 years now, Alexandre Couillon has been rising at dawn and visiting the Criée de Noirmoutier to source the best freshly caught Atlantic fish – mackerel, whiting, mullet, sole – before continuing to his 4 000m2 vegetable garden. The morning catch and the harvest dictate what delicate and always inspired ""marine and vegetable"" cuisine the chef will prepare that day. A memorable experience.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
a
Wheelchair access
Show Less
",+33 2 51 39 23 09,https://www.alexandrecouillon.com/,"Closed: 1 December-31 January, Monday, Tuesday, Sunday",2,47.0237568,-2.3000228
Midsummer House,https://guide.michelin.com/en/cambridgeshire/cambridge/restaurant/midsummer-house,MICHELIN GUIDE UNITED KINGDOM,"Midsummer Common, Cambridge, CB4 1HA, United Kingdom",115 - 230 GBP,Creative,"A beautiful Victorian house with a lovely conservatory extension hosts this stylish restaurant. It’s set in an idyllic location overlooking Midsummer Common and the delightful first floor lounge and terrace make the perfect spot for drinks, looking out over the garden and the River Cam.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
É
Garden or park
Show More
",+44 1223 369299,www.midsummerhouse.co.uk/,Nearby Restaurants,2,52.2105227,0.129548179
Le Coquillage,https://guide.michelin.com/en/bretagne/cancale/restaurant/le-coquillage,MICHELIN GUIDE FRANCE,"Lieu-dit Le Buot,, Cancale, 35350, France",95 - 165 EUR,"Creative, Seafood","Hugo Roellinger kicked off his career in the navy before he was finally lured back to his childhood passion of cooking. He pays tribute to plants (herbs and vegetables from the estate) and fish (and shellfish) from the Bay of Cancale, with surprising blends of flavours and subtle pairings of carefully chosen spices… The dishes bear his distinct culinary stamp.","
V
American Express credit card
f
Car park
Credit card / Debit card accepted
É
Garden or park
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
€
With bedrooms
Show Less
",+33 2 99 89 64 76,https://www.roellinger-bricourt.com/,Closed: 24 January-10 February,2,48.6771721,-1.8506953
Hand and Flowers,https://guide.michelin.com/en/buckinghamshire/marlow/restaurant/hand-and-flowers,MICHELIN GUIDE UNITED KINGDOM,"126 West Street, Marlow, SL7 2BP, United Kingdom",112 - 152 GBP,Modern British,Tom Kerridge’s flagship restaurant sits within this characterful beamed pub; now a world-renowned institution. Find a spot in the comfortable bar or out on the terrace and choose from a dazzling array of drinks – including their own light beer – then head through to the quirky dining room divided by period beams and pillars.,"
Booking essential
f
Car park
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
{
Private dining room
X
Visa credit card
€
With bedrooms
Show Less
",+44 1628 482277,www.thehandandflowers.co.uk,Closed: dinner: Sunday,2,51.5698707,-0.783248405
Ramón Freixa Madrid,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/ramon-freixa-madrid,MICHELIN GUIDE ESPAÑA,"Claudio Coello 67, Madrid, 28001, Spain",90 - 165 EUR,Creative,"A magical contradiction between traditional and cutting-edge cuisine is the culinary philosophy of Ramón Freixa, a Catalan chef who showcases flavours and classic combinations alongside plenty of creativity. His elegant dining room is connected to a glass-fronted terrace and an open-air space perfect for a pre- or post-dinner drink.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
s
Garage
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
Show Less
",+34 917 81 82 62,www.ramonfreixamadrid.com,"Closed: 23 December-11 January, 11-19 April, 1-31 August, Monday, Tuesday, dinner: Sunday",2,40.4285126,-3.6862596
Coque,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/coque,MICHELIN GUIDE ESPAÑA,"Marqués de Riscal 11, Madrid, 28010, Spain",198 - 230 EUR,Creative,"The cuisine proposed by the Sandoval brothers (Mario, Diego and Rafael) goes much further than what you see on the plate, dissecting the culinary experience into several distinct areas (cocktail bar, wine cellar, kitchen, dining room etc), each of which is designed to surprise and elicit different emotions. Superb wine cellar!","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+34 916 04 02 02,www.restaurantecoque.com,"Closed: Monday, Sunday",2,40.5248319,-3.771562775
DSTAgE,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/dstage,MICHELIN GUIDE ESPAÑA,"Regueros 8, Madrid, 28004, Spain",145 - 170 EUR,Creative,"This restaurant has an urban and industrial look and a relaxed feel that reflects the personality of the chef. The name is an acronym of his core philosophy: ‘Days to Smell Taste Amaze Grow & Enjoy’. Discover cuisine that brings disparate cultures, ingredients and flavours together from Spain, Mexico and Japan.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
{
Private dining room
X
Visa credit card
Show Less
",+34 917 02 15 86,www.dstageconcept.com,"Closed: 24 December-6 January, 6-25 August, Monday, Tuesday, Sunday",2,40.4245942,-3.6963316
Paco Roncero,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/la-terraza-del-casino,MICHELIN GUIDE ESPAÑA,"Alcalá 15, Madrid, 28014, Spain",85 - 148 EUR,Creative,This unique restaurant is accessed via an impressive 19C staircase leading to a cutting-edge space on the top floor. Chef Paco Roncero welcomes guests on a gastronomic journey which offers guests a more visual and interactive dining experience.,"
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
M
Diners Club credit card
Show More
",+34 915 32 12 75,www.pacoroncerorestaurante.com,Nearby Restaurants,2,40.4179418,-3.700355451
"Le Manoir aux Quat' Saisons, a Belmond Hotel",https://guide.michelin.com/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,MICHELIN GUIDE UNITED KINGDOM,"Church Road, Great Milton, OX44 7PD, United Kingdom",136 - 194 GBP,French,"You cannot help but fall in love with this iconic country house restaurant. The setting is divine and a feeling of luxury envelops you, from the sumptuous lounge, via the magical interconnecting beamed dining rooms, to the conservatory overlooking manicured gardens.","
T
Air conditioning
V
American Express credit card
Booking essential
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
û
Restaurant offering vegetarian menus
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+44 1844 278881,https://www.belmond.com/,Closed: lunch: Monday-Wednesday,2,51.7164305,-1.0925319
RE-NAA,https://guide.michelin.com/en/rogaland/stavanger/restaurant/re-naa,MICHELIN GUIDE NORWAY,"Nordbøgata 8, Stavanger, 4006, Norway","2,400 NOK",Creative,"The kitchen takes centre stage – quite literally, as it sits in the middle of the room – and the chefs bring over their delicate, poised constructions themselves and explain their make-up with obvious pride. The restaurant moved here in 2019 and the stylish surroundings are a perfect fit for the set menu, with most produce from no further than 30mins away.","
T
Air conditioning
Booking essential
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+47 51 55 11 11,https://www.restaurantrenaa.no/,"Closed: 18 December-7 January, 11 July-4 August, Monday, Tuesday, lunch: Wednesday-Saturday, Sunday",2,58.973916,5.7308008
