Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric,Is Michelin
Pasta Fresca Da Salvatore,ChIJna5ASpkQ2jERxc387naa1TE,"1 Fifth Avenue, Singapore 268802",Singapore,Central,2.0,Italian,103.7958249,1.3305976,6469 4920,Not in Michelin Guide Yet,https://maps.google.com/?cid=3590946113504202181,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,3,4.33,good,0.6985,excellent,0.4661,good,0.9309,4.33,5.0,4.0,False
Paulaner BrUhaus Singapore,ChIJCUEDxqgZ2jERLoWQ7ycLoQ8,"9 Raffles Boulevard, Singapore 039596",Singapore,Central,2.0,German,103.8582873,1.2930767,6592 7912,Not in Michelin Guide Yet,https://maps.google.com/?cid=1126193647970190638,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Live music,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","German comfort fare & beers served in a bustling, high-ceilinged pub with outdoor seating.",A,0,3,5.0,excellent,0.731,excellent,0.8101,good,0.7707,3.33,4.67,4.33,False
Peach Garden (The Metropolis),ChIJiykHSUIa2jERQ3nZ8_NBW_8,"9 North Buona Vista Drive, Singapore 138588",Singapore,Central,2.0,Chinese,103.7912667,1.3060038,6334 7833,Not in Michelin Guide Yet,https://maps.google.com/?cid=18400373218576267587,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.0,good,0.6685,excellent,0.5402,good,0.5229,3.75,4.25,3.25,False
Peach Garden (Thomson Plaza),ChIJN0cGKDAX2jERKPM7k6kC5ug,"Upper Thomson Road, Singapore 576583",Singapore,North-East,2.0,Chinese,103.8308643,1.3548791,6451 3233,Not in Michelin Guide Yet,https://maps.google.com/?cid=16782103988785640232,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.2,good,0.7951,good,0.8076,good,0.8714,3.4,3.4,3.4,False
Pearl Hill Garden Restaurant,ChIJBxcAf-IZ2jERpPV_h8SXdXk,1 Labrador Villa Rd,Singapore,Central,3.0,Chinese,103.8023731,1.2718599,9831 1751,Not in Michelin Guide Yet,https://maps.google.com/?cid=8752068321207121316,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,4.0,excellent,0.4838,excellent,0.8275,good,0.5142,3.67,3.67,4.0,False
Pearl's Court,ChIJGynR720F2jERSrPweA-IZ1A,"20 Pioneer Crescent, Singapore 627615",Singapore,West,1.0,Cafe,103.6949157,1.312625,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=5793749045670359882,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,2,2.0,good,0.9628,poor,0.2828,good,0.7419,3.0,2.0,3.0,False
Pen & Inc Ntu Cafe & Bar,ChIJMfzHEP8Z2jER47wjTEBYUl8,"76 Nanyang Drive, Singapore 637331",Singapore,West,2.0,Cafe,103.6797845,1.34748,6513 5780,Not in Michelin Guide Yet,https://maps.google.com/?cid=6868649414871989475,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,1,5.0,excellent,0.8843,excellent,0.9253,good,0.9961,5.0,5.0,4.0,False
Penang Culture | All-Day Buffet | Halal Certified | Compassone,ChIJlT19iQ0W2jERlRjDm-Fx-kc,"1 Sengkang Square, Singapore 545078",Singapore,North-East,2.0,Malaysian,103.8954074,1.3922054,9129 5228,Not in Michelin Guide Yet,https://maps.google.com/?cid=5186583134665382037,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.2,poor,0.5678,excellent,0.2585,good,0.6649,3.0,3.6,3.8,False
Penang Kitchen,ChIJEateaxUEBBARCgDGTnv2658,"5 Coronation Road, Singapore 269695",Singapore,Central,2.0,Street Food,103.8105338,1.3233231,6466 6193,Not in Michelin Guide Yet,https://maps.google.com/?cid=11523575081020555274,Not Awarded Any Yet,"Dine-in,Takeaway,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,4,4.5,good,0.6334,good,0.3863,good,0.9472,3.25,4.0,4.0,False
Penang Savour,ChIJhxAQ25ER2jERTNrAIxIEWbA,"Yew Tee Close, Singapore 689579",Singapore,West,1.0,Street Food,103.7466908,1.3972337,9133 5432,Not in Michelin Guide Yet,https://maps.google.com/?cid=12707192299558328908,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,NFC payments",No Description Available Yet,B,1,5,4.2,good,0.6828,excellent,0.6112,good,0.9764,3.4,3.8,3.6,False
Penang Seafood Restaurant,ChIJ_____zoY2jERaXrZkh3ZXuA,"Aljunied Road, Singapore 388309",Singapore,Central,2.0,Malaysian,103.8821586,1.3147789,6841 3002,Not in Michelin Guide Yet,https://maps.google.com/?cid=16167598433347664489,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,3,4.33,average,0.6824,excellent,0.2695,good,0.6908,3.33,3.67,4.0,False
Peperoni Pizzeria (Upper Thomson),ChIJP8NvoDoX2jERs9aVRfLWaEc,"267 Upper Thomson Road, Singapore 574394",Singapore,North-East,2.0,Italian,103.8332567,1.3536172,6681 6726,Not in Michelin Guide Yet,https://maps.google.com/?cid=5145598910308669107,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,5.0,good,0.873,excellent,0.8726,good,0.9961,3.6,5.0,4.0,False
Peperoni Pizzeria (Greenwood Avenue),ChIJN22jf6YQ2jERzaABnncXCHc,"6 Greenwood Avenue, Singapore 289195",Singapore,Central,2.0,Pizza,103.8072582,1.3312636,6681 6734,Not in Michelin Guide Yet,https://maps.google.com/?cid=8577131292846563533,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,3,5.0,good,0.6708,excellent,0.6044,good,0.9375,3.67,4.67,4.33,False
Pepper Lunch,ChIJuQ0K1ZIP2jERfgiBcSRWHoM,"1 Jurong West Central 2, Singapore 648886",Singapore,West,2.0,Japanese,103.7054893,1.3388699,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=9448083782792972414,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,2,5.0,average,0.7786,excellent,0.5234,good,0.8308,4.0,4.5,4.0,False
Pepper Lunch (Amk Hub),ChIJ678bxeYW2jERu3w-sC6662Y,"Ang Mo Kio Avenue 3, Singapore 560322",Singapore,North-East,2.0,Japanese,103.8477705,1.369102,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7416225921083800763,Not Awarded Any Yet,"Dine-in,Takeaway,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,4,3.25,good,0.7008,excellent,0.8162,good,0.6989,3.0,3.5,3.0,False
Pergola Terrace Cafe,ChIJDSomDJMQ2jERW7_F0m45Dy0,"Swiss Club Road, Singapore 288162",Singapore,Central,3.0,Western,103.790586,1.343947,6591 9431,Not in Michelin Guide Yet,https://maps.google.com/?cid=3246877004502777691,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.25,poor,0.5919,good,0.6525,good,0.8706,3.0,3.75,3.5,False
Petite Menu (Aqueen Prestige Hotel Lavender),ChIJgaXCs84Z2jERPFKw0BxY1Eg,"139 Lavender Street, Singapore 338739",Singapore,Central,2.0,European,103.8612969,1.3123863,6395 7780,Not in Michelin Guide Yet,https://maps.google.com/?cid=5247916346577015356,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.6,average,0.811,good,0.7101,good,0.7658,3.2,3.8,3.4,False
Pezzo,ChIJT5uO15IP2jERcOoENFJMWjQ,"1 Jurong West Central 2, Singapore 643698",Singapore,West,1.0,Pizza,103.7050141,1.3389495,8383 4368,Not in Michelin Guide Yet,https://maps.google.com/?cid=3772411553819978352,Not Awarded Any Yet,"Takeaway,Delivery,Reservations,Credit cards,NFC payments",No Description Available Yet,A,0,3,4.0,good,0.7428,excellent,0.8982,good,0.992,4.33,4.67,4.0,False
Pham Quyen Halal Vietnamese Cuisine (Pasir Panjang),ChIJbesWllsb2jEReOXvjJuR8h8,"440 Pasir Panjang Rd, Singapore 118782",Singapore,Central,1.0,Halal,103.7683459,1.2924096,8971 3009,Not in Michelin Guide Yet,https://maps.google.com/?cid=2302062456810235256,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Live music,Coffee,Credit cards,Wheelchair accessible",No Description Available Yet,A,0,2,5.0,excellent,0.5378,excellent,0.7188,good,0.9974,5.0,5.0,4.0,False
Phoenix Indian Restaurant,ChIJ-d2VabkR2jERYQ1K_MKnO1M,"Jurong Park Connector, Singapore 600119",Singapore,West,2.0,Indian,103.735502,1.334501,6468 1044,Not in Michelin Guide Yet,https://maps.google.com/?cid=5997571784672152929,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,5.0,good,0.8237,excellent,0.9702,good,0.9809,3.75,4.75,4.25,False
Picotin Brewhaus (Rochester),ChIJn_-VG6Ub2jEReJQnN3fCGow,"35 Rochester Drive, Singapore 138639",Singapore,Central,2.0,Brewpub,103.787772,1.3058134,6568 3805,Not in Michelin Guide Yet,https://maps.google.com/?cid=10095595331986625656,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Live music,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.0,good,0.7757,good,0.6122,good,0.5238,3.0,3.5,3.5,False
Piedra Negra,ChIJNXNVrbEZ2jERFPPHBFHMMfE,"241 Beach Road, Singapore 189754",Singapore,Central,2.0,Mexican,103.8595413,1.300113,9003 6045,Not in Michelin Guide Yet,https://maps.google.com/?cid=17379897085344084756,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Live music,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.75,good,0.8503,excellent,0.6472,good,0.9973,4.0,4.75,4.0,False
Pietro Ristorante Italiano,ChIJQUTqcWcW2jERFyMcFSDOG_c,"12 Jalan Kelulut, Singapore 809030",Singapore,North-East,2.0,Italian,103.8760128,1.3833072,6484 5528,Not in Michelin Guide Yet,https://maps.google.com/?cid=17806052188927828759,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Italian staples such as pasta, pizza, seafood & meat dishes are served at this informal eatery.",A,0,3,4.67,good,0.6911,excellent,0.5749,good,0.9484,4.0,5.0,4.0,False
Pig Organ Soup,ChIJDzMPn38P2jERRwiYiJfWOtg,"Upper Jurong Road, Singapore 638365",Singapore,West,1.0,Street Food,103.6811164,1.3296292,9841 4008,Not in Michelin Guide Yet,https://maps.google.com/?cid=15581001807161722951,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,4.6,good,0.803,excellent,0.6982,good,0.993,4.2,4.8,4.2,False
Pig’S Organ Soup,ChIJ_Rc_SAAF2jER2UDp37TF9-c,"14 Lok Yang Way, Singapore 628459",Singapore,West,1.0,Chinese,103.6899909,1.3250449,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=16715045922650276057,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,B,1,4,5.0,good,0.7921,good,0.6931,good,0.939,4.0,4.25,4.0,False
Pin Sin Japanese & Korean Cuisine,ChIJ8X4IBwAT2jERnMGlKMXwGLI,"Woodlands (SLE) Park Connector, Singapore 731562",Singapore,North,1.0,Japanese,103.794498,1.4245508,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=12833271867773403548,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,A,0,2,1.5,poor,0.93,terrible,0.759,poor,0.812,2.0,1.0,1.5,False
Pin Wei Chee Chong Fun,ChIJF5lONgAX2jER2-OfJ27XAp0,"1 Hougang Street 91, Singapore 538692",Singapore,North-East,1.0,Street Food,103.8793621,1.3760226,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11313842082019271643,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,A,0,2,4.5,average,0.6178,excellent,0.6253,excellent,0.9826,3.5,4.5,4.5,False
Pin Wei Hong Kong Style Chee Cheong Fun,ChIJB1uZNQAT2jER8hw87TwyDGI,"Woodlands Drive 44, Singapore 730548",Singapore,North,1.0,Chinese,103.7937399,1.4304636,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7065077152697031922,Not Awarded Any Yet,,No Description Available Yet,A,0,4,4.5,good,0.8109,excellent,0.5967,good,0.8963,3.25,4.0,4.0,False
Pink Candy Korean Restaurant,ChIJHwZEaooQ2jERl-shndvFq7I,"Bukit Timah Link, Singapore 588177",Singapore,Central,2.0,Korean,103.7763425,1.342311,9170 2365,Not in Michelin Guide Yet,https://maps.google.com/?cid=12874601506793450391,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.0,good,0.8152,terrible,0.4297,good,0.8772,2.75,2.75,3.0,False
"Pizza Express | The Star Vista (Buona Vista, Holland)",ChIJ5x6CCWsa2jERnmDss3H8ahw,"1 Vista Exchange Green, Singapore 150162",Singapore,Central,2.0,Pizza,103.7883997,1.3068072,6931 0388,Not in Michelin Guide Yet,https://maps.google.com/?cid=2047726545873428638,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.75,good,0.5125,excellent,0.689,good,0.6059,3.5,3.75,3.25,False
Pk_Sl Food Corner Sg,ChIJp6_hZmkX2jERQTUZLgeWx3Q,"Choa Chu Kang Cres, Block 675, Singapore 680675",Singapore,West,1.0,Sri Lankan,103.7460597,1.4014368,8790 0296,Not in Michelin Guide Yet,https://maps.google.com/?cid=8414859386347402561,Not Awarded Any Yet,"Takeaway,Delivery",No Description Available Yet,A,0,4,5.0,good,0.6359,excellent,0.5281,good,0.7908,4.25,5.0,4.25,False
Plain Vanilla Tiong Bahru,ChIJQ8QhrXsZ2jERQlp3QVnlFz4,"1D Yong Siak St, Singapore 168641",Singapore,Central,2.0,Cafe,103.8305203,1.2823481,8363 7614,Not in Michelin Guide Yet,https://maps.google.com/?cid=4474296926329068098,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,4,4.5,poor,0.8195,excellent,0.8979,good,0.89,2.75,3.75,3.5,False
Plank Sourdough Pizza (Dairy Farm),ChIJuZpD-MkR2jERPl4UG17xCeo,"44 Dairy Farm Lane, Singapore 677662",Singapore,West,2.0,Pizza,103.7751875,1.3668468,8588 1146,Not in Michelin Guide Yet,https://maps.google.com/?cid=16864275666149072446,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.75,average,0.7093,excellent,0.9115,good,0.6259,3.5,4.0,3.5,False
Plank Sourdough Pizza (South Buona Vista),ChIJ18eWVn8b2jERJRk4cgDFk-8,"38 South Buona Vista Rd, Singapore 118164",Singapore,Central,2.0,Pizza,103.7870563,1.2807924,8847 2435,Not in Michelin Guide Yet,https://maps.google.com/?cid=17263358402348194085,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,2.5,good,0.8068,poor,0.4816,good,0.7934,3.0,3.25,3.5,False
Pnd Restaurant And Mini Mart,ChIJY_QHbJIF2jERGz0LSwtHjb8,"9 Tuas South Street 15, Singapore 637077",Singapore,West,1.0,Indian,103.6363623,1.2779012,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13802766546789678363,Not Awarded Any Yet,"Takeaway,Coffee",No Description Available Yet,A,0,2,3.0,average,0.8433,excellent,0.8191,good,0.9948,2.5,3.0,3.0,False
Poh Poh Roasted Chicken Rice,ChIJVVWFpKUa2jERUL-eNR2_4hc,"37A Teban Gardens Road, Singapore 601037",Singapore,West,1.0,Street Food,103.7426929,1.3208937,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=1721148139783503696,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,4.0,good,0.8836,good,0.6213,good,0.9153,3.6,3.8,3.4,False
Ponggol Nasi Lemak (Upper Serangoon),ChIJ9xM2jLQX2jERnFE93i7yBHw,"965 Upper Serangoon Rd, Singapore 534721",Singapore,North-East,2.0,Street Food,103.886654,1.3619451,6281 0020,Not in Michelin Guide Yet,https://maps.google.com/?cid=8936533843720884636,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,Cash only",No Description Available Yet,B,1,4,2.0,average,0.8548,average,0.584,good,0.9392,2.5,2.75,3.0,False
Ponggol Nasi Lemak (Jalan Besar),ChIJrQz-084Z2jERmePkSYU4Om4,"371 Jalan Besar, Singapore 208998",Singapore,Central,1.0,Street Food,103.8596127,1.312841,6293 0020,Not in Michelin Guide Yet,https://maps.google.com/?cid=7942723037942834073,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Credit cards,Wheelchair accessible",No Description Available Yet,B,1,5,2.8,poor,0.6205,poor,0.4193,terrible,0.2909,2.4,2.6,2.6,False
Ponggol Nasi Lemak Centre,ChIJxXDLPmsY2jER6hltIeWYPy8,"238 Tanjong Katong Road, Singapore 437026",Singapore,Central,1.0,Street Food,103.8954676,1.3067511,6287 0020,Not in Michelin Guide Yet,https://maps.google.com/?cid=3404607953191115242,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,Cash only","Small, basic stall with adjacent seats turning out nasi lemak, chicken wings & other Asian staples.",A,0,3,3.0,good,0.6121,excellent,0.7456,good,0.6121,3.33,3.33,3.0,False
Poon Kee Traditional Roasted Duck Wanton Noodle,ChIJT8b8lyoF2jERvz2Kn-7INgU,"Soon Lee Street, Singapore 627606",Singapore,West,1.0,Street Food,103.6991673,1.3325934,9199 4181,Not in Michelin Guide Yet,https://maps.google.com/?cid=375708546136423871,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,good,0.5468,excellent,0.4596,good,0.9762,4.2,4.8,4.2,False
Por Kee Eating House 1996,ChIJAxuUA3oZ2jERTm-CQTLf9lI,"69 Seng Poh Ln, #01-02, Singapore 160069",Singapore,Central,2.0,Chinese,103.8328017,1.2841687,6221 0582,Not in Michelin Guide Yet,https://maps.google.com/?cid=5978210962321338190,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Credit cards,NFC payments",No Description Available Yet,B,1,3,3.67,good,0.7706,excellent,0.7843,good,0.9937,3.33,4.0,3.33,False
Pot Addiction Korean Bbq & Hotpot | Sun Plaza,ChIJmeetMX0T2jERAngoXa0Yhnk,"30 Sembawang Drive, Singapore 757713",Singapore,North,2.0,Buffet,103.8200052,1.4482192,6592 2929,Not in Michelin Guide Yet,https://maps.google.com/?cid=8756713658339850242,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.7995,excellent,0.5763,good,0.9611,4.0,4.5,4.0,False
Poulet (Westgate),ChIJ2Wn_qg8Q2jERczXkF6FV3nU,"J-Walk, Singapore 609690",Singapore,West,2.0,French,103.7424817,1.3338231,6255 1240,Not in Michelin Guide Yet,https://maps.google.com/?cid=8493320097646261619,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.8051,excellent,0.9912,good,0.9892,3.75,4.75,4.0,False
Pow Sing Kitchen,ChIJt_4cKQAX2jERMvNBlP3eN3I,"Serangoon Garden Way, Singapore 555961",Singapore,North-East,2.0,Street Food,103.8657647,1.3633984,6284 0800,Not in Michelin Guide Yet,https://maps.google.com/?cid=8230292024738313010,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,3,3.33,poor,0.5046,good,0.1532,good,0.785,2.67,3.33,3.33,False
Pranakorn,ChIJ768PGxc82jER_MhC-hsOHdc,"326 Serangoon Avenue 3, Singapore 550326",Singapore,North-East,2.0,Thai,103.8689723,1.3503871,6543 0883,Not in Michelin Guide Yet,https://maps.google.com/?cid=15500561005804701948,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.8953,excellent,0.7399,good,0.961,4.4,4.8,3.8,False
Prata Alley,ChIJBT4RfwAb2jER_Z0wUIFV3DA,"1 Pasir Panjang Rd, #01-09, Singapore 118479",Singapore,Central,1.0,Indian,103.8018967,1.2721447,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3520783022581390845,Not Awarded Any Yet,,No Description Available Yet,A,0,2,5.0,good,0.6924,excellent,0.8155,good,0.9148,4.0,5.0,4.0,False
Ps Palani Vilas Eating House,ChIJwcqH-HAG2jERGcpr8J7Vixk,"109 Tuas View Square, Singapore 637620",Singapore,West,1.0,Indian,103.6274172,1.3009974,9003 4163,Not in Michelin Guide Yet,https://maps.google.com/?cid=1840799751326124569,Not Awarded Any Yet,,No Description Available Yet,B,1,1,5.0,average,0.9793,excellent,0.9823,good,0.9904,3.0,5.0,4.0,False
Ps.Cafe Palais Renaissance,ChIJBcxR3IwZ2jERXEfgu9SV-vs,"390 Orchard Road, Singapore 238871",Singapore,Central,3.0,Cafe,103.8297596,1.3068808,6708 9288,Not in Michelin Guide Yet,https://maps.google.com/?cid=18156989588615219036,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,NFC payments",No Description Available Yet,A,0,2,5.0,good,0.5668,excellent,0.9769,good,0.9978,4.0,5.0,4.0,False
Pu Tien Xiao Chi,ChIJGWCdmvUP2jER7jUwT8-fFRg,"Jalan Bahar, Singapore 640271",Singapore,West,2.0,Chinese,103.7029297,1.349181,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=1735468944156800494,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,4,3.0,good,0.4776,excellent,0.5883,good,0.7795,4.0,4.5,4.0,False
Putien Nex,ChIJxyAVvKYX2jERWDi7SrBCNhk,"Serangoon Bus Interchange, Singapore 556138",Singapore,North-East,2.0,Chinese,103.8719911,1.3506853,6634 7833,Not in Michelin Guide Yet,https://maps.google.com/?cid=1816712824626034776,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,4,4.25,good,0.7608,excellent,0.6191,good,0.827,3.5,3.75,3.5,False
Putien Resort World Sentosa,ChIJw5eRIlYZ2jER-BYGhws94Gw,"26 Sentosa Gateway, #01-209 Resorts World Sentosa, Weave, 098138",Singapore,Central,2.0,Chinese,103.8199822,1.2572299,6513 3168,Not in Michelin Guide Yet,https://maps.google.com/?cid=7845337670598661880,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.631,excellent,0.7737,good,0.7997,4.2,4.8,4.0,False
Putien Vivocity,ChIJQ7ONulgZ2jERTqwkadCVJBw,"1 HarbourFront Walk, #02 - 131 / 132 VivoCity, Singapore 098585",Singapore,Central,2.0,Chinese,103.8223318,1.2634208,6376 9358,Not in Michelin Guide Yet,https://maps.google.com/?cid=2027910454573313102,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,5,5.0,good,0.9024,good,0.937,good,0.9747,3.6,4.4,3.8,False
Qaiser Indian Muslim Food,ChIJnTvy1H0T2jERxUUfzu4EkWY,"10 Marsiling Industrial Estate Road 1, Singapore 739276",Singapore,North,1.0,Indian,103.7813295,1.440893,8057 4051,Not in Michelin Guide Yet,https://maps.google.com/?cid=7390693887198578117,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,2,5.0,good,0.9255,excellent,0.9868,good,0.9946,4.0,4.5,4.0,False
Qi Ji,ChIJk9T8u6YX2jEROOKC4oBuB1g,"Serangoon Link, Singapore 556083",Singapore,North-East,1.0,Street Food,103.8727277,1.350643,6283 8572,Not in Michelin Guide Yet,https://maps.google.com/?cid=6343160100009730616,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,1.25,poor,0.6202,poor,0.3022,good,0.5991,2.0,1.5,2.75,False
Qi Lin Xuan Chicken Rice,ChIJjx7328UP2jERlHQ3LYq8Ssg,"442 Jurong West Avenue 1, Singapore 640442",Singapore,West,2.0,Street Food,103.7193409,1.3514981,6569 2540,Not in Michelin Guide Yet,https://maps.google.com/?cid=14432555257512293524,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,good,0.6803,excellent,0.7235,good,0.9477,4.2,4.6,4.0,False
Qiu Lian Ban Mee,ChIJ_YF8cwAX2jER6kXgOBk3zBU,"1 Hougang Street 91, Singapore 538692",Singapore,North-East,1.0,Street Food,103.8793688,1.3759147,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=1570690951513392618,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,B,1,5,2.6,poor,0.7421,good,0.392,good,0.6621,2.8,3.0,3.2,False
